text,label
"Scientists have made a major breakthrough in the field of materials science, developing a new type of material that is stronger and lighter than steel.",Sci_Tech
Researchers have developed a new type of AI system that can analyze medical data to predict patient outcomes and provide personalized treatment recommendations.,Sci_Tech
"A team of engineers has created a revolutionary new system for recycling rare earth metals, offering a potential solution to reduce electronic waste.",Sci_Tech
"Scientists have discovered a new way to harness energy from the Earth's heat, offering a potential solution for renewable energy.",Sci_Tech
"Researchers have made a major breakthrough in the field of regenerative medicine, developing a new technique for growing human tissues and organs.",Sci_Tech
A team of scientists has developed a new type of solar panel that can generate electricity and produce hydrogen fuel at the same time.,Sci_Tech
Engineers have developed a revolutionary new type of robotic exosuit that can enhance human strength and endurance.,Sci_Tech
A team of scientists has developed a new type of AI system that can analyze satellite images to track climate change and predict natural disasters.,Sci_Tech
"Scientists have discovered a new species of ancient human in Europe, shedding new light on human evolution and migration.",Sci_Tech
Researchers have developed a new type of implantable device that can restore vision in people with certain types of blindness.,Sci_Tech
"A team of engineers has created a revolutionary new system for purifying water using graphene, offering a potential solution to the global water crisis.",Sci_Tech
"Scientists have made a major breakthrough in the field of quantum computing, developing a new type of quantum processor that can perform calculations at unprecedented speeds.",Sci_Tech
"Researchers have developed a new type of wearable device that can monitor blood pressure in real-time, offering a potential solution for people with hypertension.",Sci_Tech
"A team of scientists has discovered a new way to convert CO2 into clean-burning fuels using algae, offering a potential solution to reduce greenhouse gas emissions.",Sci_Tech
Engineers have developed a revolutionary new type of 3D printer that can create complex structures and materials using living cells.,Sci_Tech
Scientists have discovered a new species of antibiotic-producing bacteria that could lead to the development of new medicines.,Sci_Tech
"Researchers have developed a new type of flexible sensor that can monitor vital signs in real-time, offering a potential solution for remote healthcare.",Sci_Tech
"A team of engineers has created a revolutionary new system for generating electricity from ocean currents, offering a potential solution for renewable energy.",Sci_Tech
"Scientists have made a major breakthrough in the field of materials science, developing a new type of material that can absorb and store large amounts of energy.",Sci_Tech
Researchers have developed a new type of AI system that can analyze medical images to diagnose diseases more accurately and quickly.,Sci_Tech
"A team of scientists has discovered a new way to convert sunlight into chemical energy, offering a potential solution for renewable energy storage.",Sci_Tech
"Engineers have developed a revolutionary new type of robotic arm that can be controlled by the user's thoughts, offering a potential solution for people with paralysis.",Sci_Tech
"Researchers have made a major breakthrough in the field of regenerative medicine, developing a new technique for growing human skin in the lab.",Sci_Tech
A team of scientists has developed a new type of solar panel that can generate electricity and provide heating and cooling at the same time.,Sci_Tech
"Scientists have discovered a new species of ancient human in South America, shedding new light on human evolution and migration.",Sci_Tech
"A team of engineers has created a revolutionary new system for recycling plastics using bacteria, offering a potential solution to the global plastic waste crisis.",Sci_Tech
"A team of scientists has discovered a new way to harness energy from the Earth's vibrations, offering a potential solution for renewable energy.",Sci_Tech
"Scientists have discovered a new species of deep-sea creatures that can survive in extreme conditions, shedding new light on the diversity of life on Earth.",Sci_Tech
A team of scientists has developed a new type of biohybrid robot that can move and change shape in response to its environment.,Sci_Tech
"Researchers have discovered a new species of ancient human in Australia, shedding new light on human evolution and migration.",Sci_Tech
"Engineers have created a revolutionary new system for generating electricity from wastewater, offering a potential solution for renewable energy.",Sci_Tech
"Scientists have made a major breakthrough in the field of materials science, developing a new type of material that can heal itself automatically.",Sci_Tech
"A team of scientists has discovered a new way to convert CO2 into clean-burning fuels using microorganisms, offering a potential solution to reduce greenhouse gas emissions.",Sci_Tech
Engineers have developed a revolutionary new type of robotic hand that can grasp and manipulate objects with precision and dexterity.,Sci_Tech
"A team of engineers has created a revolutionary new system for recycling plastics using sound waves, offering a potential solution to the global plastic waste crisis.",Sci_Tech
"A team of scientists has developed a new type of nanorobot that can target and destroy cancer cells, offering a potential new treatment for the disease.",Sci_Tech
"Researchers have discovered a new species of ancient human in Africa, shedding new light on human evolution and migration.",Sci_Tech
"Engineers have created a revolutionary new system for generating electricity from ocean waves, offering a potential solution for renewable energy.",Sci_Tech
"Scientists have made a major breakthrough in the field of materials science, developing a new type of material that can change shape in response to temperature changes.",Sci_Tech
"A team of scientists has discovered a new way to convert CO2 into clean-burning fuels using artificial photosynthesis, offering a potential solution to reduce greenhouse gas emissions.",Sci_Tech
"A team of engineers has created a revolutionary new system for recycling plastics using microwaves, offering a potential solution to the global plastic waste crisis.",Sci_Tech
"A team of scientists has developed a new type of soft robot that can change shape and move through tight spaces, offering potential applications in medicine and search and rescue.",Sci_Tech
"Researchers have discovered a new species of ancient human in the Middle East, shedding new light on human evolution and migration.",Sci_Tech
"Engineers have created a revolutionary new system for generating electricity from atmospheric water vapor, offering a potential solution for renewable energy.",Sci_Tech
"A team of scientists has discovered a new way to convert CO2 into clean-burning fuels using bacteria, offering a potential solution to reduce greenhouse gas emissions.",Sci_Tech
"A team of engineers has created a revolutionary new system for recycling plastics using enzymes, offering a potential solution to the global plastic waste crisis.",Sci_Tech
"The Saudi Arabian Football Federation announced a new partnership with Nike, making them the official kit sponsor for the national team.",Sports
"In a stunning upset, the underdog Saudi Arabian tennis player, Abdullah Al Blooshi, defeated world number 10, Matteo Berrettini, at the Dubai Tennis Championships.",Sports
Cristiano Ronaldo scored a hat-trick as Al Nassr defeated Al Hilal 3-1 in the Saudi Pro League.,Sports
The Saudi Arabian national basketball team qualified for the FIBA World Cup for the first time in their history after defeating Japan 80-75.,Sports
The Saudi Arabian Grand Prix announced a new deal with Formula 1 to host the event until 2030.,Sports
"Saudi Arabian golfer, Othman Almulla, won his first European Tour event at the Saudi International, defeating a strong field including major winners.",Sports
"The Saudi Arabian national football team defeated Uzbekistan 2-1 in a friendly match, with goals from Abdullah Al-Khaibari and Fahad Al-Muwallad.",Sports
"The Saudi Pro League announced a new broadcast deal with Saudi Sports Company, worth $1.1 billion.",Business
"Saudi Arabian boxer, Zuhair Al Balushi, won the WBC Asian Boxing Council title, defeating Thai boxer, Yuttapong Tongdee.",Sports
The Saudi Arabian national handball team qualified for the World Men's Handball Championship for the first time in their history after defeating Iran 25-22.,Sports
The Jeddah Formula 1 circuit announced a new deal with Saudi Aramco to become the title sponsor of the Saudi Arabian Grand Prix.,Business
"Saudi Arabian athlete, Musaab Al-Otaibi, won the gold medal in the 400m hurdles at the Arab Athletics Championships.",Sports
The Saudi Arabian national volleyball team defeated Qatar 3-1 in the Arab Volleyball Championship.,Sports
"Saudi Arabian golfer, Faisal Al Salhab, won his first Asian Tour event at the Saudi Open, defeating a strong field including major winners.",Sports
"The Saudi Pro League announced a new partnership with Saudi Arabian Airlines, making them the official airline sponsor of the league.",Business
"Saudi Arabian boxer, Ali Al-Najjar, won the Arab Boxing Championship, defeating Egyptian boxer, Ahmed Abdelrahman.",Sports
"The Saudi Arabian national football team defeated Iraq 2-0 in a friendly match, with goals from Fahad Al-Muwallad and Abdullah Al-Khaibari.",Sports
The Saudi Arabian Grand Prix announced a new deal with Pirelli to become the official tire supplier of the event.,Sports
"Saudi Arabian athlete, Sarah Al-Brahim, won the gold medal in the 100m hurdles at the Arab Athletics Championships.",Sports
"The Saudi Pro League announced a new partnership with Saudi Telecom Company, making them the official telecommunications sponsor of the league.",Business
The Saudi Arabian national basketball team defeated Lebanon 90-85 in the FIBA World Cup qualifiers.,Sports
"Saudi Arabian golfer, Abdulrahman Al Mansour, won the Saudi Amateur Golf Championship, defeating a strong field of local golfers.",Sports
"The Saudi Pro League announced a new partnership with Mobily, making them the official mobile sponsor of the league.",Business
"Saudi Arabian boxer, Zuhair Al Balushi, retained his WBC Asian Boxing Council title, defeating Indian boxer, Sandeep Kumar.",Sports
The Saudi Arabian national handball team defeated Bahrain 25-20 in the Arab Handball Championship.,Sports
The Jeddah Formula 1 circuit announced a new deal with Red Bull Racing to become the official energy drink sponsor of the Saudi Arabian Grand Prix.,Business
"Saudi Arabian athlete, Mohammed Al-Bishi, won the gold medal in the 800m at the Arab Athletics Championships.",Sports
The Saudi Arabian national volleyball team defeated Kuwait 3-0 in the Arab Volleyball Championship.,Sports
"Saudi Arabian golfer, Faisal Al Salhab, qualified for the European Tour after finishing top 10 at the Asian Tour Qualifying School.",Sports
The Saudi Pro League announced a new partnership with Saudi Arabian Airlines to become the official airline sponsor of the league.,Business
"Saudi Arabian boxer, Ali Al-Najjar, won the Arab Boxing Championship, defeating Tunisian boxer, Khairi Mraghi.",Sports
"The Saudi Arabian national football team defeated Syria 2-1 in a friendly match, with goals from Fahad Al-Muwallad and Abdullah Al-Khaibari.",Sports
The Saudi Arabian Grand Prix announced a new deal with Michelin to become the official tire supplier of the event.,Business
"Saudi Arabian athlete, Sarah Al-Brahim, won the gold medal in the 200m at the Arab Athletics Championships.",Sports
The Saudi Pro League announced a new partnership with Saudi Telecom Company to become the official telecommunications sponsor of the league.,Business
"Saudi Arabian golfer, Othman Almulla, qualified for the European Tour after finishing top 10 at the Asian Tour Qualifying School.",Sports
The Saudi Arabian national handball team defeated Oman 25-15 in the Arab Handball Championship.,Sports
The Jeddah Formula 1 circuit announced a new deal with Ferrari to become the official team sponsor of the Saudi Arabian Grand Prix.,Business
"Saudi Arabian athlete, Abdullah Al-Yousif, won the gold medal in the 400m hurdles at the Arab Athletics Championships.",Sports
The Saudi Arabian national volleyball team defeated UAE 3-1 in the Arab Volleyball Championship.,Sports
"The Saudi Arabian national football team announced a new partnership with Adidas, making them the official kit sponsor of the team.",Business
"Saudi Arabian golfer, Faisal Al Salhab, finished in the top 20 at the European Tour's Abu Dhabi HSBC Golf Championship.",Sports
The Saudi Pro League announced a new partnership with Saudi Arabian Mining Company (Ma'aden) to become the official mining sponsor of the league.,Business
"Saudi Arabian boxer, Zuhair Al Balushi, signed a new deal with Top Rank Promotions to become one of their featured boxers.",Sports
The Saudi Arabian national handball team qualified for the World Men's Handball Championship after defeating Qatar 25-22.,Sports
The Jeddah Formula 1 circuit announced a new deal with Formula 1 to host the Saudi Arabian Grand Prix until 2035.,Sports
"Saudi Arabian athlete, Sarah Al-Brahim, broke the Arab record in the 100m hurdles at the Asian Athletics Championships.",Sports
The Saudi Arabian national volleyball team defeated Algeria 3-0 in the Arab Volleyball Championship.,Sports
"Saudi Arabian golfer, Othman Almulla, qualified for the PGA Tour after finishing top 10 at the Asian Tour Qualifying School.",Sports
The Saudi Pro League announced a new partnership with Saudi Arabian Basic Industries Corporation (SABIC) to become the official chemical sponsor of the league.,Business
"Saudi Arabian boxer, Ali Al-Najjar, won the WBC Asian Boxing Council title, defeating Filipino boxer, Rey Caitom.",Sports
"The Saudi Arabian national football team defeated Jordan 2-1 in a friendly match, with goals from Fahad Al-Muwallad and Abdullah Al-Khaibari.",Sports
The Saudi Arabian Grand Prix announced a new deal with Aston Martin F1 Team to become the official team sponsor of the event.,Sports
"Saudi Arabian athlete, Mohammed Al-Bishi, won the gold medal in the 1500m at the Arab Athletics Championships.",Sports
The Saudi Arabian national handball team defeated Tunisia 25-20 in the Arab Handball Championship.,Sports
The Jeddah Formula 1 circuit announced a new deal with Williams Racing to become the official team sponsor of the Saudi Arabian Grand Prix.,Sports
"Saudi Arabian golfer, Faisal Al Salhab, finished in the top 10 at the European Tour's Dubai Desert Classic.",Sports
"Saudi Arabian boxer, Zuhair Al Balushi, retained his WBC Asian Boxing Council title, defeating Thai boxer, Wittawas Basapean.",Sports
The Saudi Arabian national volleyball team defeated Egypt 3-2 in the Arab Volleyball Championship.,Sports
"Saudi Aramco's Net Profit Surges 46%: Saudi Aramco, the world's largest oil exporter, reported a 46% surge in net profit for 2023, driven by higher oil prices and increased production.",Business
"Global Economic Growth Slows to 3.2%: The International Monetary Fund (IMF) has revised its global economic growth forecast down to 3.2% for 2023, citing rising trade tensions and weakening consumer demand.",Business
"Amazon Invests $1 Billion in Electric Delivery Vans: Amazon has announced a $1 billion investment in electric delivery vans, aiming to reduce its carbon footprint and meet growing demand for sustainable logistics.",Business
"US Federal Reserve Cuts Interest Rates to 1.5%: The US Federal Reserve has cut interest rates by 0.25% to 1.5%, aiming to stimulate economic growth amid rising global uncertainty.",Business
"Alibaba's Singles' Day Sales Reach $38 Billion: Alibaba's Singles' Day shopping event has generated $38 billion in sales, breaking last year's record and cementing its position as the world's largest online shopping day.",Business
"Google to Invest $10 Billion in US Data Centers: Google has announced plans to invest $10 billion in US data centers, creating thousands of jobs and expanding its cloud computing capabilities.",Business
"China's GDP Growth Slows to 6.1%: China's GDP growth has slowed to 6.1% in the third quarter, its weakest pace in nearly three decades, amid rising trade tensions and slowing domestic demand.",Business
"Volkswagen to Invest $50 Billion in Electric Vehicles: Volkswagen has announced plans to invest $50 billion in electric vehicles, aiming to become the world's largest electric car manufacturer by 2025.",Business
"Saudi Arabia's Non-Oil Exports Rise 10%: Saudi Arabia's non-oil exports have risen 10% in the first half of 2023, driven by increased demand for petrochemicals and manufactured goods.",Business
"India's Central Bank Cuts Interest Rates to 5.15%: India's central bank has cut interest rates by 0.25% to 5.15%, aiming to stimulate economic growth amid rising global uncertainty.",Business
"Dubai's Expo 2020 Generates $1.2 Billion in Revenue: Dubai's Expo 2020 has generated $1.2 billion in revenue, exceeding expectations and solidifying the city's position as a global events hub. The six-month event attracted over 24 million visitors.",Business
"Saudi Arabia's PIF Invests $500 Million in Indian Fintech: Saudi Arabia's Public Investment Fund (PIF) has invested $500 million in Indian fintech company, ZestMoney. The investment aims to support ZestMoney's expansion plans and promote financial inclusion in India.",Business
Global Coffee Prices Rise 15% Amid Supply Chain Disruptions: Global coffee prices have risen 15% in recent weeks due to supply chain disruptions caused by weather-related crop damage and logistical issues. Coffee traders expect prices to remain high in the short term.,Business
"UAE's ADNOC Invests $3.5 Billion in Refinery Expansion: UAE's ADNOC has invested $3.5 billion in expanding its Ruwais refinery, increasing its capacity by 65%. The expansion aims to meet growing demand for petroleum products and support the UAE's economic diversification efforts.",Business
"Egypt's GDP Growth Rate Reaches 5.6% in 2023: Egypt's GDP growth rate has reached 5.6% in 2023, driven by a surge in tourism, agriculture, and construction sectors. The growth rate is expected to support the country's efforts to reduce poverty and unemployment.",Business
"India's Reliance Industries Acquires UK's Iconic Toy Brand: India's Reliance Industries has acquired UK's iconic toy brand, Hamleys, for $88 million. The acquisition aims to expand Reliance's presence in the global retail market and support Hamleys' expansion plans in India.",Business
"Global Air Travel Demand Rises 4.5% in 2023: Global air travel demand has risen 4.5% in 2023, driven by a surge in international travel and a strong economy. Airlines expect demand to remain strong in the coming months, driven by growing tourism and business travel.",Business
"Saudi Arabia's STC Launches 5G Network in 2023: Saudi Arabia's STC has launched its 5G network in 2023, aiming to provide high-speed internet services to customers across the kingdom. The launch is part of STC's efforts to support the kingdom's digital transformation plans.",Sci_Tech
"UAE's Emirates NBD Acquires DenizBank for $3.2 Billion: UAE's Emirates NBD has acquired Turkey's DenizBank for $3.2 billion, expanding its presence in the Turkish banking sector. The acquisition aims to support Emirates NBD's growth plans and increase its market share in Turkey.",Business
"India's Government Approves $1.4 Billion FDI in E-commerce: India's government has approved $1.4 billion in foreign direct investment (FDI) in the e-commerce sector, aiming to support the growth of online retail in the country. The approval is expected to attract more foreign investment in the sector.",Sci_Tech
"Global Steel Production Rises 4.8% in 2023: Global steel production has risen 4.8% in 2023, driven by a surge in demand from the construction and automotive sectors. Steel producers expect demand to remain strong in the coming months, driven by growing infrastructure development.",Business
Saudi Arabia's Aramco Signs $15 Billion Deal with SABIC: Saudi Arabia's Aramco has signed a $15 billion deal with SABIC to develop a new petrochemical complex in the kingdom. The deal aims to support the kingdom's economic diversification efforts and increase its presence in the global petrochemical market.,Business
"UAE's DP World Acquires Chile's Puertos y Logistica: UAE's DP World has acquired Chile's Puertos y Logistica for $502 million, expanding its presence in the Latin American logistics market. The acquisition aims to support DP World's growth plans and increase its market share in Chile.",Business
"India's Infosys Acquires US-based Simplus for $200 Million: India's Infosys has acquired US-based Simplus for $200 million, expanding its presence in the global digital transformation market. The acquisition aims to support Infosys' growth plans and increase its market share in the US.",Business
"Egypt's Government Approves $2.5 Billion Investment in New Capital City: Egypt's government has approved a $2.5 billion investment in the new capital city, aiming to support the country's economic growth and urban development plans.",Business
"UAE's Majid Al Futtaim Acquires Geant Hypermarkets for $1.1 Billion: UAE's Majid Al Futtaim has acquired Geant Hypermarkets for $1.1 billion, expanding its presence in the Middle East retail market.",Business
"India's Tata Motors Launches New Electric Vehicle: India's Tata Motors has launched a new electric vehicle, the Tata Nexon EV, aiming to support the country's electric mobility plans.",Business
"Saudi Arabia's PIF Invests $400 Million in US-based Lucid Motors: Saudi Arabia's Public Investment Fund (PIF) has invested $400 million in US-based Lucid Motors, supporting the development of electric vehicles.",Business
Global Gold Prices Rise 10% Amid Economic Uncertainty: Global gold prices have risen 10% in recent weeks due to economic uncertainty and a weakening US dollar. Investors expect gold prices to remain high in the short term.,Business
"UAE's Emirates Airline Launches New Route to Mexico City: UAE's Emirates Airline has launched a new route to Mexico City, aiming to increase tourism and trade between the UAE and Mexico.",Business
"India's Reliance Jio Launches New Fiber Broadband Service: India's Reliance Jio has launched a new fiber broadband service, JioFiber, aiming to provide high-speed internet services to customers across India.",Business
Saudi Arabia's Aramco Signs $10 Billion Deal with China's Sinopec: Saudi Arabia's Aramco has signed a $10 billion deal with China's Sinopec to develop a new refining and petrochemical complex in China.,Business
"Global Electric Vehicle Sales Rise 20% in 2023: Global electric vehicle sales have risen 20% in 2023, driven by a surge in demand from Europe and Asia. Automakers expect electric vehicle sales to continue growing in the coming years.",Business
"UAE's DP World Acquires $200 Million Stake in Israeli Logistics Firm: UAE's DP World has acquired a $200 million stake in Israeli logistics firm, DoverTower, expanding its presence in the Middle East logistics market.",Business
"India's Government Approves $1.5 Billion Investment in Renewable Energy: India's government has approved a $1.5 billion investment in renewable energy, aiming to support the country's clean energy plans and reduce its reliance on fossil fuels.",Business
"Saudi Arabia's STC Launches New Cloud Computing Service: Saudi Arabia's STC has launched a new cloud computing service, aiming to provide businesses and government entities with secure and reliable cloud infrastructure.",Business
"Global Air Cargo Demand Rises 3.5% in 2023: Global air cargo demand has risen 3.5% in 2023, driven by a surge in demand from the e-commerce and pharmaceutical sectors. Airlines expect air cargo demand to remain strong in the coming months.",Business
"UAE's Emaar Properties Launches New $2.5 Billion Development Project: UAE's Emaar Properties has launched a new $2.5 billion development project, Emaar Beachfront, aiming to provide luxury residential and commercial units in Dubai.",Business
"India's Tata Steel Acquires $2.5 Billion Stake in Bhushan Steel: India's Tata Steel has acquired a $2.5 billion stake in Bhushan Steel, expanding its presence in the Indian steel market.",Business
"Saudi Arabia's PIF Invests $1.5 Billion in US-based Airbnb: Saudi Arabia's Public Investment Fund (PIF) has invested $1.5 billion in US-based Airbnb, supporting the development of the global tourism industry.",Business
Global Copper Prices Rise 5% Amid Supply Chain Disruptions: Global copper prices have risen 5% in recent weeks due to supply chain disruptions caused by weather-related mine closures and logistical issues. Miners expect copper prices to remain high in the short term.,Business
"UAE's Emirates NBD Launches New Digital Banking Platform: UAE's Emirates NBD has launched a new digital banking platform, aiming to provide customers with secure and convenient online banking services.",Business
"Egypt's Government Approves $1.5 Billion Investment in New Industrial Zone: Egypt's government has approved a $1.5 billion investment in a new industrial zone, aiming to support the country's economic growth and create new job opportunities.",Business
"UAE's Masdar Acquires 50% Stake in US-based Wind Farm: UAE's Masdar has acquired a 50% stake in a US-based wind farm, expanding its presence in the global renewable energy market.",Business
"India's Ola Launches New Electric Vehicle Manufacturing Facility: India's Ola has launched a new electric vehicle manufacturing facility, aiming to produce 10 million electric vehicles per year and support the country's electric mobility plans.",Business
"Saudi Arabia's Al Rajhi Bank Launches New Digital Banking Platform: Saudi Arabia's Al Rajhi Bank has launched a new digital banking platform, aiming to provide customers with secure and convenient online banking services.",Business
Global Aluminum Prices Rise 8% Amid Supply Chain Disruptions: Global aluminum prices have risen 8% in recent weeks due to supply chain disruptions caused by weather-related mine closures and logistical issues. Miners expect aluminum prices to remain high in the short term.,Business
"UAE's DP World Acquires $200 Million Stake in Indian Logistics Firm: UAE's DP World has acquired a $200 million stake in Indian logistics firm, Continental Warehousing, expanding its presence in the Indian logistics market.",Business
"India's Government Approves $2.5 Billion Investment in New Metro Rail Project: India's government has approved a $2.5 billion investment in a new metro rail project, aiming to support the country's urban development plans and reduce traffic congestion.",Business
"Saudi Arabia's STC Launches New Cybersecurity Service: Saudi Arabia's STC has launched a new cybersecurity service, aiming to provide businesses and government entities with secure and reliable cybersecurity solutions.",Business
"Global Oil Demand Rises 1.5% in 2023: Global oil demand has risen 1.5% in 2023, driven by a surge in demand from the transportation and industrial sectors. Oil producers expect demand to remain strong in the coming months.",Business
"UAE's Emaar Properties Launches New $1.5 Billion Development Project: UAE's Emaar Properties has launched a new $1.5 billion development project, Emaar Creek Harbour, aiming to provide luxury residential and commercial units in Dubai.",Business
"India's Tata Steel Launches New Steel Manufacturing Facility: India's Tata Steel has launched a new steel manufacturing facility, aiming to increase its steel production capacity and support the country's infrastructure development plans.",Business
"Saudi Arabia's PIF Invests $1.2 Billion in US-based Real Estate Firm: Saudi Arabia's Public Investment Fund (PIF) has invested $1.2 billion in US-based real estate firm, The Related Companies, supporting the development of luxury real estate projects in the US.",Business
Global Natural Gas Prices Rise 12% Amid Supply Chain Disruptions: Global natural gas prices have risen 12% in recent weeks due to supply chain disruptions caused by weather-related production closures and logistical issues. Gas producers expect prices to remain high in the short term.,Business
"UAE's Emirates NBD Launches New Mobile Banking App: UAE's Emirates NBD has launched a new mobile banking app, aiming to provide customers with secure and convenient mobile banking services.",Business
"India's Government Approves $3.5 Billion Investment in New Renewable Energy Project: India's government has approved a $3.5 billion investment in a new renewable energy project, aiming to support the country's clean energy plans and reduce its reliance on fossil fuels.",Business
"Saudi Arabia's Al Rajhi Bank Launches New Online Payment Service: Saudi Arabia's Al Rajhi Bank has launched a new online payment service, aiming to provide customers with secure and convenient online payment solutions.",Business
"Global Copper Demand Rises 4.5% in 2023: Global copper demand has risen 4.5% in 2023, driven by a surge in demand from the electrical and electronics sectors. Miners expect demand to remain strong in the coming months.",Business
"UAE's Masdar Acquires 25% Stake in US-based Solar Energy Firm: UAE's Masdar has acquired a 25% stake in US-based solar energy firm, Recurrent Energy, expanding its presence in the global renewable energy market.",Business
"Egypt's Government Approves $1.2 Billion Investment in New Tourism Project: Egypt's government has approved a $1.2 billion investment in a new tourism project, aiming to support the country's tourism industry and create new job opportunities.",Business
"UAE's DP World Launches New Logistics Hub in India: UAE's DP World has launched a new logistics hub in India, aiming to provide businesses with secure and efficient logistics solutions.",Business
"India's Reliance Industries Launches New E-commerce Platform: India's Reliance Industries has launched a new e-commerce platform, JioMart, aiming to provide customers with a convenient and secure online shopping experience.",Business
Saudi Arabia's Aramco Signs $10 Billion Deal with China's Norinco: Saudi Arabia's Aramco has signed a $10 billion deal with China's Norinco to develop a new refining and petrochemical complex in China.,Business
Global Zinc Prices Rise 15% Amid Supply Chain Disruptions: Global zinc prices have risen 15% in recent weeks due to supply chain disruptions caused by weather-related mine closures and logistical issues. Miners expect zinc prices to remain high in the short term.,Business
"UAE's Emirates NBD Launches New Digital Banking Service for SMEs: UAE's Emirates NBD has launched a new digital banking service for SMEs, aiming to provide businesses with secure and convenient online banking solutions.",Business
"India's Government Approves $2.2 Billion Investment in New Infrastructure Project: India's government has approved a $2.2 billion investment in a new infrastructure project, aiming to support the country's economic growth and create new job opportunities.",Business
